title,list_time,series_name,company_name,industry,data_type,product_type,description,keyword,update_frequency,coverage,storage,storage_incr,dimension,use_case,url,category,category_aws
基础设施形变监测,2023-05-12,卫星遥感变化监测,陕西智星空间科技有限公司,"综合,航运交通",地表变化信息,数据应用,运用雷达卫星遥感数据，基于InSAR形变测量技术对基础设施开展形变监测，通过分析时序形变曲线，判断基础设施形变趋势，结合地质环境要素及地下水资料，为基础设施形变风险及治理提供数据支撑。,卫星遥感，形变监测，风险预警,"动态
(每一年更新)",全国范围内,1 TB,400 GB,6.0,"

    采用InSAR 时间序列的差分干涉技术监测北京四元桥桥梁主体， 以及桥梁衔接的的道路，共计长约 7km，InSAR技术能够快速提供高精度、高空间分辨率以及大范围空间连续覆盖的地表形变监测结果，为基础设施地表形变监测提供更全面有效的手段。

",https://nidts.chinadep.com/ep-hall/spec?id=2378,航运交通,Automotive Data
边坡形变监测,2023-05-12,卫星遥感变化监测,陕西智星空间科技有限公司,"综合,航运交通",地表变化信息,数据应用,运用雷达卫星遥感数据，基于InSAR形变测量技术对地质边坡开展形变监测，通过分析监测地质边坡对象的时序形变曲线，判断地质边坡形变滑动趋势，基于地质环境要素及边坡地形因素，设置监测边坡的形变阈值，实现地质边坡滑坡监测风险预警数据增值服务。,卫星遥感，形变监测，风险预警,"动态
(每一年更新)",全国范围内,1 TB,400 GB,8.0,"

    2018年10月11日，甘孜州白玉县与西藏自治区昌都市江达县交界处发生山体滑坡，阻断金沙江干流形成堰塞湖，危及甘孜州白玉县、巴塘县、得荣县等下游地区人民群众生命财产安全，对堵江风险的重点区域，收集存档雷达卫星数据，利用InSAR测量技术开展滑坡隐患地表形变定量探测和分析评价，共探测出多处具有较显著形变的滑坡隐患，堵江风险较大，为白格滑坡上下游地质灾害防治提供了参考。

",https://nidts.chinadep.com/ep-hall/spec?id=2379,航运交通,Automotive Data
机场净空区变化信息,2023-05-12,卫星遥感变化监测,陕西智星空间科技有限公司,"综合,航运交通",地表变化信息,数据应用,综合运用多源卫星遥感数据，通过AI人工智能算法实现机场净空保护区域内的建筑物、湿地植被的自动变化监测，准确标注疑似超高建筑等风险点位，并分析机场净空区内鸟类的季节特性，提出阶段性分析建议及预警，实现机场净空的科学化管理。,卫星遥感，机场净空，变化监测,"动态
(每一年更新)",全国机场净空保护区范围,1 TB,2 TB,10.0,"

    国内某机场净空监测服务，通过季度分析报告形式，绘制浦东机场净空区遥感监测高清图像，提供浦东机场净空区地貌特征及演化趋势；结合浦东机场净空区限高要求对浦东机场净空区的超高建筑物分布、临界建筑分布进行精准标注；通过监测分析机场净空区植被的变化，结合鸟类栖息、迁徙的季节性特征，分析机场净空区内鸟类的季节特性；提供阶段性分析建议，为机场净空保护提出针对性建议。目前已完成5期监测及报告，并通过甲方验收。

",https://nidts.chinadep.com/ep-hall/spec?id=2380,航运交通,Automotive Data
小房书门店管理系统,2023-04-27,数居澜城,上海澜思信息科技有限公司,"金融,综合",城市空间,数据应用,「小房书」是一款基于二手房经纪业务场景的互联网B端产品。它包含房源识别、房源管理、作业工具以及楼盘成交数据分析等功能，旨在提高中小型经纪公司和经纪人的管理效率，同时降低其开发管理系统成本，为经纪人提供信息安全保障。,二手房成交，房源管理,"动态
(每一年更新)",上海全市，16个区,398 GB,5.7 GB,29541.0,"

某中介公司的负责人在城图系统上观察到了某一区域的新房成交数据有波动，引起了他的注意。该负责人进一步在小房书系统中查看了该区域的二手房成交数据和该门店所占该区域的市场份额。在城图上进一步通过分析人口总数、经济趋势、房价趋势等数据，负责人可以更全面地了解该门店在该区域的经营情况和预期的营收情况，以及对该区域的市场趋势进行评估，以确定该区域是否适合开设门店。

",https://nidts.chinadep.com/ep-hall/spec?id=2344,金融,Financial Services Data
城市地图数据决策系统,2023-04-27,数居澜城,上海澜思信息科技有限公司,"金融,综合",城市空间,数据应用,「城图」自2007年开始开发并推向市场。在不断的迭代创新中，最终孵化成城市地图数据决策系统。它以上海市房地产市场的挂牌和成交数据为基础，通过对市场数据的整合分析，为用户提供一手的上海房地产市场现状和趋势信息，帮助用户做出更加准确的投资评估和决策，同时也为城市规划和城市发展提供了有力的支持。,土地，新房，二手房,"动态
(每一年更新)",上海全市，16个区,398 GB,5.7 GB,29541.0,"

某中介公司的负责人在城图系统上观察到了某一区域的新房成交数据有波动，引起了他的注意。该负责人进一步在小房书系统中查看了该区域的二手房成交数据和该门店所占该区域的市场份额。在城图上进一步通过分析人口总数、经济趋势、房价趋势等数据，负责人可以更全面地了解该门店在该区域的经营情况和预期的营收情况，以及对该区域的市场趋势进行评估，以确定该区域是否适合开设门店。

",https://nidts.chinadep.com/ep-hall/spec?id=2368,金融,Financial Services Data
数字农业生产管理系统,2023-04-26,神农政务,上海左岸芯慧电子科技有限公司,"金融,综合,贸易",农业信息,数据应用,系统涵盖了农业主体信息、农业地块信息、农业生产以及农产品销售等数据，能够实时了解农业主体生产和销售情况的详细变化。,农业主体，农业地块，农业生产,"动态
(每一年更新)",上海、旌阳、上饶等50余个县域,200 GB,1 GB,166.0,"

四川某镇使用平台有效地完成日常农村数据采集查询分析以及相关政策指定的辅助决策，对该镇的三农数据进行有效的监测和分析，运用现代信息技术全方位赋能传统农业，推动农业供给侧结构性改革。

",https://nidts.chinadep.com/ep-hall/spec?id=2334,金融,Financial Services Data
数字三农领导驾驶舱,2023-04-26,神农政务,上海左岸芯慧电子科技有限公司,"金融,综合,贸易",农业信息,数据应用,系统涵盖了上海农业主体信息、农业地块信息、农业生产以及农产品销售等数据，能够实时了解上海农业主体生产和销售情况的详细变化。,三农信息，农业地块，农业生产,"动态
(每一年更新)",上海、旌阳、上饶等50余个县域,200 GB,1 GB,166.0,"

四川某镇使用平台有效地完成日常农村数据采集查询分析以及相关政策指定的辅助决策，对该镇的三农数据进行有效的监测和分析，运用现代信息技术全方位赋能传统农业，推动农业供给侧结构性改革。



",https://nidts.chinadep.com/ep-hall/spec?id=2335,金融,Financial Services Data
RealData+数据库,2023-04-12,贝壳新居住指数,贝壳找房（北京）科技有限公司,"金融,综合",房地产市场信息,数据应用,基于贝壳交易助力三亿中国家庭实现包括二手房、新房、租赁、装修等全方位高品质、高效率居住服务，为客户提供房地产行业全价值链数字服务。 REALDATA+数据恰是对传统统计口径数据的有效补充，可以更加及时、客观的还原房地产真实交易场景，为客户透析瞬息万变的市场提供更可靠的数据支持。,房地产，交易，二手房,"动态
(每一年更新)",覆盖50个重点城市,50 MB,10 MB,100.0,"

某某房地产企业，在系统中查询使用数据结果后，可以第一时间知道市场情况，帮助他们在投资拿地，客户营销等方面做出决策。

",https://nidts.chinadep.com/ep-hall/spec?id=2321,金融,Financial Services Data
钢联数据智能版,2023-04-11,大宗商品数据,上海钢联电子商务股份有限公司,"金融,综合,贸易",工业信息,数据应用,钢联数据智能版覆盖了黑色、有色、能源化工、建筑材料、农产品、新能源、新材料和再生资源八大板块等，总共一百多条产业链， 900多个品种的大型数据库。内容涉及国内外宏观经济、期货以及大宗商品相关的产销存、运量、价格、指数、进出口、物流、Mysteel调研等数据，总计113个大宗商品行业数据库。,钢联数据，大宗商品，我的钢铁网,"动态
(每一年更新)",全国,100 GB,50 MB,50.0,"

“钢联大宗商品价格”的提供方式有：数据终端、API接口、落地库。数据使用群体有政府单位、行业协会以及国内行业参与者（如矿山、生产企业、贸易商、终端用户、各类金融机构等），主要用于大宗商品现货结算、金融衍生品结算、企业风险管理、行业监测预警等。

**场景一：大宗商品现货贸易的结算依据和参考标准**
，被广泛写入长期协议（结算依据）和现货散单交易（参考标准）。如国内生产厂家、贸易商、下游终端均采用钢联价格进行现货交易结算。除国内现货交易，上海钢联价格指数也成功参与到国际贸易结算的体系中。以铁矿石为例，已经被全球四大矿山采用作为长协合同以及港口现货的价格。

**使用案例1：**
新疆某建筑安装工程公司（甲方）与新疆某贸易商（乙方）签订钢材采购合同，甲方需要提前三天给乙方发钢材需求计划，钢材价格以交货当日我的钢铁网乌鲁木齐区域对应品牌钢材价格为基础进行一定空间的上浮作为钢材结算价格（此结算价格为每批次第一车货到工地后一个月付清货款的价格，若超过一个月未超过两个月则以交货当日我的钢铁网乌鲁木齐区域对应品牌钢材价格为基础进行上浮一定空间作为钢材结算价格（若遇节假日我的钢铁网没有网价，以节假日前一天的价格为准，若遇到一天内我的钢铁网有多个网价，则以高的为准））。送货后甲方在送货单上签收视为认可该批次价格。

**使用案例2**
：必和必拓在2015年1月26日的声明中确认，在与中国客户的合同续约中采用了Mysteel铁矿石指数。必和必拓赞成以铁矿石指数为结算基础的定价方式，并致力于继续推动更具公信力的铁矿石指数体系发展，采用Mysteel铁矿石指数体现了其以客户需求为中心的经营理念，也有利于推动铁矿石定价的透明性与可靠性。





**场景二：场外衍生品市场（OTC）金融合约的结算标的。**
截至目前，上海钢联钢材价格指数被新加坡交易所、芝加哥商品交易所，铁矿石价格指数被上海清算所以及FEX Global期货交易所采用为掉期合约的结算指数。

**使用案例1：** 全球最大的衍生品交易所CME
Group于2012年10月15日在旗下的交易平台NYMEX挂牌交易“中国螺纹钢HRB400（Mysteel）掉期” 合约。

**使用案例2：**
新交所于2021年5月31日推出新交所Mysteel上海螺纹钢掉期场外交易和清算。螺纹钢合约的推出完善新交所的“虚拟钢铁厂”，为黑色金属产业链增加对冲工具，提供有限的风险管理渠道，同时实现了最佳的资本效率，举例来说，新交所关于钢厂利润的组合产品奖获得约22%的保证金减免。



**场景三：上中下游企业经营风险控制的参考依据。**
产业客户、金融机构及投资机构以上海钢联价格指数作为企业采销考核的标准并依据上海钢联提供的多维度数据作为企业策略制定、风险控制的关键指标。

**使用案例1**
：厦门某能源有限公司（甲方）与某营销公司（乙方）签署焦炭供需合同，双方约定，若货物行情下跌，以签约当期Mysteel冶金焦港口现货价格指数内“一级焦”价格为准（以下简称“指数”），当指数下跌幅度在3.5%以上时，乙方应在接到甲方通知之日起2个工作日内按乙方未付款提货部分相应的降价金额【未付款提货部分的货物数量*（本合同签约当期的指数-
甲方发函时的指数）】追加保证金，付至甲方账户。本合同签约时Mysteel冶金焦港口现货价格指数内“一级焦”价格为3100元/吨（2021年2月4日）,发布。



**场景四：国家与行业协会进行宏观调整及行业监测的依据。**
上海钢联被多个国家部委授予合作单位称号，为政府或行业协会开展宏观调控及产业运行检测提供数据支持与决策参考。

**使用案例1：**
上海钢联根据发改委需求提供不同种类数据，其中，自2018年上海钢联与国家发改委价格监测中心签订大宗商品信息服务合作协议以来，公司报送的大宗原材料价格周报、铁矿石价格指数日报等，连续三年获得国家发改委价格监测中心认可。

![](/group1/darp_admin/ea6861ffd3dd47468ae41cf3f83b4299.jpg)

",https://nidts.chinadep.com/ep-hall/spec?id=2311,金融,Financial Services Data
企鉴,2023-04-03,水滴征信企鉴,上海水滴征信服务有限公司,金融,企业,数据应用,本产品在数据库的基础上基于不同的应用场景开发相对应的算法模型，构建不同的数据应用功能模块，进行标准化定制化输出，最终赋能投行尽调、信贷赋能等多业务场景，向金融机构提供基于大数据的风险识别及管理的一站式服务。,大数据，信用，风险评估,"动态
(每一年更新)",全国企业、个体户,20 TB,18 TB,8000.0,"

某银行客户通过使用我司企鉴平台，协助其公司业务进行事前数字化营销，事中尽调审批，事后进行风险监控及预警服务。

",https://nidts.chinadep.com/ep-hall/spec?id=2258,金融,Financial Services Data
物流洞察,2023-03-28,臻量资管,上海嘉量数字科技有限责任公司,"金融,综合,航运交通",商业地产信息,数据应用,一站式运营数据管理、地产估值、市场调研平台,物流地产，市场研究，物流咨询,"动态
(每一年更新)",全国49个城市，包括：上海市 佛山市 保定市 北京市 南京市 南宁市 南通市 厦门市 合肥市 哈尔滨市 嘉兴市 大连市 天津市 宁波市 广州市 惠州市 成都市 无锡市 昆明市 杭州市 武汉市 沈阳市 泉州市 济南市 深圳市 福州市 绍兴市 苏州市 西安市 贵阳市 郑州市 重庆市 长春市 长沙市 青岛,18 GB,12 GB,53.0,"

某资产管理公司使用平台有效地完成日常市场调研和收集用于辅助投资决策方面的数据，对企业资产和项目进行有效的分析和整合，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2180,金融,Financial Services Data
千里眼企业风险监控,2023-03-27,浙里信企业数字信用,浙江浙里信征信有限公司,"金融,综合",企业信息,数据集,精准识别企业各项经营风险，实时生成风险预警指标信息,企业风险，监控预警，财务,"动态
(每日更新)",全国,10 TB,8 GB,200.0,"

1、********投资有限公司

通过浙里信拥有的征信数据资源以及大数据、云计算等技术能力，结合客户自身的数据，搭建被投资企业的风险监测平台。精准识别被投资企业的经营风险，实时跟踪企业发展态势，留出充足的时间窗口来调整投资策略，有效的降低投资风险。

",https://nidts.chinadep.com/ep-hall/spec?id=2177,金融,Financial Services Data
企业画像查询,2023-03-27,浙里信企业数字信用,浙江浙里信征信有限公司,"金融,综合",企业信息,数据集,企业相关信息汇总、风险识别、综合情况评分等。,企业，风险，评分,"动态
(每日更新)",全国企业,10 TB,8 GB,200.0,"

1、浙江******发展有限公司

结构化展示客户信息，同时通过企业素质、社会诚信、经营质量、基因特性等4个维度进行建模评分，综合评估并反映企业的信用状况。帮助产业园区管理方查询及了解入驻企业的情况，全面分析企业经营稳定性和信用情况，避免经营不稳定、存在信用风险等不良企业入驻，同时定期了解已入驻企业的经营状况，辨别潜在风险。解决了园区管理方以前无法完全掌握企业状况的痛点，提升了园区管理方风险管理工作的效率。

2、********管理有限公司

通过API接口、网页端、客户端提供数据风控服务。帮助平台运营管理方识别平台上大型企业用户的风险，解决了使用数字化手段前平台管理方无法全面掌握贸易企业的信用情况及经营状况的痛点。通过定量定性评判平台上企业的信用情况，识别潜在风险，避免了不良主体交易风险。

3、浙江***实业有限公司

利用合法拥有的征信数据资源以及大数据、云计算等技术能力提供企业征信服务。帮助平台运营管理方进行大宗交易合作方风险辨别，解决了平台运营管理方主要依靠工作人员主观判断，无法全面及定量分析合作方风险的痛点。通过查询企业画像帮助平台运营管理方全面了解及分析交易合作方经营状况及信用状况，识别潜在风险，从而减少交易风险。

",https://nidts.chinadep.com/ep-hall/spec?id=2178,金融,Financial Services Data
基础版信用报告,2023-03-27,浙里信企业数字信用,浙江浙里信征信有限公司,"金融,综合",企业信息,数据集,企业相关信息汇总、风险识别、综合情况评分等。,企业风险，评分，画像,"动态
(每日更新)",全国,10 TB,8 GB,200.0,"

1、浙江****产业园区有限公司

结构化展示客户基础的工商信息，助力产业园区管理方查询及了解入驻企业的情况，全面分析企业经营稳定性和信用情况，避免经营不稳定、存在信用风险等不良企业入驻，同时定期了解已入驻企业的经营状况，辨别潜在风险。解决了园区管理方以前无法完全掌握企业状况的痛点，提升了园区管理方风险管理工作的效率。

2、*****实业有限公司

    利用合法拥有的征信数据资源以及大数据、云计算等技术能力提供企业征信服务。帮助平台运营管理方进行大宗交易合作方风险辨别，解决了平台运营管理方主要依靠工作人员主观判断，无法全面及定量分析合作方风险的痛点。通过查询基础版信用报告帮助平台运营管理方全面了解及分析交易合作方经营状况及信用状况，识别潜在风险，从而减少交易风险。

",https://nidts.chinadep.com/ep-hall/spec?id=2176,金融,Financial Services Data
发票版信用报告,2023-03-27,浙里信企业数字信用,浙江浙里信征信有限公司,"金融,综合",企业信息,数据集,以企业的进销项发票为核心，综合工商信息，输出有效发票信息、交易信息等企业经营性指标，形成企业经营分析报告,企业，发票，经营风险,"动态
(每日更新)",全国,10 TB,8 GB,200.0,"

1、XX银行股份有限公司

对接API接口，调用数据进行测试验证。在批量获取企业授权之后，融入已有的风控模型，对企业进行预授信。企业拿到预授信额度后，可直接向银行提交授信申请，极速获取贷款。

2、浙江****实业有限公司

核心企业要求上下游企业安装插件，获取上下游企业的发票数据，根据已建立好的模型，给到上下游企业对应账期、商务条款的优惠支持，提升自身供应链的风险建设。

",https://nidts.chinadep.com/ep-hall/spec?id=2175,金融,Financial Services Data
AIM科创评价模型,2023-03-17,AI Matrix智模,数库（上海）科技有限公司,金融,企业,数据集,AIM 科创评价模型依据科创企业共性特征，围绕研发能力、创新成果、科技资质、行业发展、成长潜力、财税规模6大科创力评价维度及履约信用风险评价维度，构建“6+1”评价体系，综合评估企业的科技创新能力以及发展潜力。适用于科创企业精准营销、政府培育及招商、投资价值挖掘等优质企业挖掘场景。,科创评价，科创挖掘，科创培育,"动态
(每月更新)",科创评分覆盖企业范围主要为国内科创属性企业，包括战略新兴企业、科技资质企业、专利发明企业,120 MB,10 MB,51.0,"

  1. **某全国股份行公司金融部 – 科创专题数据服务**

基于AIM科创评价模型的专精企业挖掘，专精特新“小巨人”企业是“专精特新”中小企业中的佼佼者，是专注于细分市场、创新能力强、市场占有率高、掌握关键核心技术、质量效益优的排头兵企业。在挖掘及培育具有潜力的潜在“专精特新”企业的过程中，需要一套全方位体系化的评价体系。

通过引入外部数据，包括产业链数据、科技资质企业数据、科技奖励企业数据、投融资数据、知识产权数据、科创企业价值评价评分体系及科创评分结果数据，加强银行科创企业目标客户筛选能力，扩大目标客群范围，通过更精准的客户推荐、更全面的初步尽调，提高对公营销效能节奏，推动科创金融高质量、高效率获客和经营。

",https://nidts.chinadep.com/ep-hall/spec?id=2156,金融,Financial Services Data
AIM企业评价模型,2023-03-16,AI Matrix智模,数库（上海）科技有限公司,金融,企业,数据集,AIM 企业评价模型从企业规模、稳定、成长、财税、履约、创新六大维度，对企业竞争力进行量化评估，应用于精准营销、优企挖掘等场景，用于表征企业的综合竞争实力强弱，也可通过分项评分表现，深入挖掘企业高贡献能力项，或在同行业、同区域范围内，对企业进行横向对比，得到企业在行业或区域内的综合排位。,企业评价，竞争实力，商机线索,"动态
(每月更新)",中国大陆注册的全量工商企业,1.6 GB,140 MB,200.0,"

  1. **某全国股份行省级分行 – 对公数字化营销系统**

通过引入外部数据，包括产业链数据、园区数据、供应链数据，叠加企业价值评分模型、商机线索数据，为对公业务各分支机构管理人员、客户经理提供基于地理信息的各类营销线索。形成内外部数据协同，加速外部各维度数据对行内营销获客模型的支撑，助力对公客户经营管理体系构建。

",https://nidts.chinadep.com/ep-hall/spec?id=2157,金融,Financial Services Data
AIM产业评价模型,2023-03-16,AI Matrix智模,数库（上海）科技有限公司,金融,企业,数据集,AIM 产业评价模型，是数库AI Matrix系列中的一员。依托产业图谱数据和算法模型，构建基于“产业链图谱”+“企业上链”+“企业多维指标聚合”的产业分析方法，实现区域产业链强补延分析。评价模型聚合形成区域统计指标，结合熵权法实现模型构建。评价结果赋能全产业链的高价值结构挖掘，推动产业高质量发展。,产业评价，产业长短板，产业招商,"动态
(每月更新)",覆盖200+条精选产业链，5000+产业环节，针对国内省级、地市级行政区域，输出当地产业链强补延评价,60 MB,60 MB,83.0,"

  1. **华东某地级市一体化精准招商平台**

本项目作为园区招商引资的数字化管理工具，围绕园区内重点产业链和核心企业上、下游供应链关系，全景展现产业链概况、聚合各类产业政策、新闻资讯舆情、产业园区概况和各类企业分布情况；并根据重点产业的要素特征，结合产业发展政策，通过强链、补链、延链优化产业结构、发展优势产业，精准匹配招商线索和目标企业名单；并对意向招商项目进行全周期管理跟踪，最终实现精准招商。



  2. **西南省级商务厅精准招商平台**

围绕省内制造业重点产业发展规划和实现目标，基于强链补链延链思路打造数字化招商工具，开展精准招商，结合省内招商引资工作实际和发展需求，以产业链精准招商为核心，提供招商资讯、政策、目标企业清单、企业画像等数字化服务，并提供招商线索流程化、智能化过程管理，全面提升招商引资数字化、系统化、精准化水平。

",https://nidts.chinadep.com/ep-hall/spec?id=2158,金融,Financial Services Data
投资决策环京版,2023-03-13,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控河北省的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，河北房产，河北省,"动态
(每一年更新)",廊坊、保定、张家口、承德、秦皇岛、唐山、邯郸、沧州、衡水、邢台、天津、石家庄,40 GB,4.8 GB,5052.0,"

某地产公司使用投资决策环京版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2127,金融,Financial Services Data
投资决策山东版,2023-03-13,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控山东17城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，山东房产，山东,"动态
(每一年更新)",济南、莱芜、泰安、济宁、聊城、淄博、东营、德州、枣庄、滨州、菏泽、青岛、烟台、潍坊、威海、日照、临沂,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策山东版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2134,金融,Financial Services Data
投资决策大湾区版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控广东21城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，大湾区房产，大湾区,"动态
(每一年更新)",深圳、广州、佛山、东莞、惠州、中山、江门、珠海、肇庆、清远、河源、揭阳、茂名、梅州、汕头、韶关、阳江、云浮、湛江,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策大湾区产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2145,金融,Financial Services Data
投资决策常州版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控常州的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，常州房产，常州,"动态
(每一年更新)",常州（天宁区、钟楼区、新北区、武进区、经开区、金坛区、溧阳区）,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策常州版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2146,金融,Financial Services Data
投资决策安徽版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控合肥、安庆、六安等城市的房地产调控、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，安徽房产，安徽楼市,"动态
(每一年更新)",安徽省16市（合肥、安庆、六安、铜陵、阜阳、宿州、芜湖、淮南、滁州、淮北、黄山、马鞍山、池州、蚌埠、亳州、宣城）,178.9 GB,25.2 GB,9471.0,"

某地产公司使用投资决策安徽版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2126,金融,Financial Services Data
投资决策福建版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控福建9城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，福建房产，福建,"动态
(每一年更新)",厦门、泉州、漳州、龙岩、福州、莆田、宁德、三明、南平,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策福建版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2136,金融,Financial Services Data
投资决策广西版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控广西13城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，广西房产，广西,"动态
(每一年更新)",南宁、柳州、桂林、北海、玉林、梧州、钦州、防城港、白色、贺州、来宾、河池、崇左、贵港,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策广西版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2135,金融,Financial Services Data
投资决策陕西版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控陕西10城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，陕西房产，陕西,"动态
(每一年更新)",西安、榆林、渭南、咸阳、商洛、宝鸡、延安、铜川、安康、汉中,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策陕西版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2133,金融,Financial Services Data
投资决策云南版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控云南15城的房地产调控、金融信贷、人才落户、城市更新等对房地产市场产生影响的政策变化；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，云南房产，云南,"动态
(每一年更新)",楚雄、文山、怒江、临沧、玉溪、普洱、昭通、迪庆、大理、昆明、曲靖、版纳、保山、德宏、丽江,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策云南版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2131,金融,Financial Services Data
投资决策天津版,2023-03-10,CRIC地产智投,上海克而瑞信息技术有限公司,金融,房地产信息,数据应用,涵盖房地产开发情况、房地产销售数据、房地产资金来源及经济指标等数据指标；实时监控天津的楼盘来访认购的数据变化；全程VR看地，了解地块周边配套信息，协助投资决策；对土地市场、商品房市场、二手房市场实现了实时多维度的分析，对用户正确决策提供了数据支持。,楼市交易，天津房产，天津,"动态
(每一年更新)",苏州、张家港、昆山、常熟、太仓,102.4 GB,12 GB,10817.0,"

某地产公司使用投资决策天津版产品有效地完成日常市场分析和投资决策方面的辅助决策，对企业和项目进行有效的监测和分析，提高对竞争企业和项目的综合判断。

",https://nidts.chinadep.com/ep-hall/spec?id=2122,金融,Financial Services Data
